ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0004519	endonuclease activity	1/30	122/28366	0.00819672131147541	7.750273224043716	2.4312012759658503	0.12135318329914024	0.17697339231124617	0.10378890676900154	Mblac1	1
GO:0003774	cytoskeletal motor activity	1/30	150/28366	0.006666666666666667	6.3035555555555565	2.1190820761284983	0.14712572947224345	0.21017961353177636	0.12326323199607939	Rab10	1
GO:0016922	nuclear receptor binding	1/30	158/28366	0.006329113924050633	5.984388185654009	2.0442641067109295	0.15435407290066916	0.21309295835533662	0.12497181016328013	Taf7	1
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	1/30	159/28366	0.006289308176100629	5.9467505241090155	2.0352739347665736	0.15525344108745953	0.21309295835533662	0.12497181016328013	Mrm2	1
GO:0051087	protein-folding chaperone binding	1/30	166/28366	0.006024096385542169	5.695983935742972	1.974416818737229	0.16152317946158523	0.2174350492752109	0.12751829957493574	Sdf2l1	1
GO:0008234	cysteine-type peptidase activity	1/30	175/28366	0.005714285714285714	5.403047619047618	1.9010779092946928	0.16951820140055263	0.22089144872534022	0.12954536090659052	Vcpip1	1
GO:0003735	structural constituent of ribosome	1/30	176/28366	0.005681818181818182	5.3723484848484855	1.893242801172625	0.17040197473097674	0.22089144872534022	0.12954536090659052	Rps27rt	1
GO:0003714	transcription corepressor activity	1/30	198/28366	0.005050505050505051	4.775420875420876	1.73461345712383	0.18961656037673125	0.23702070047091406	0.13900462132880678	Irf2bp2	1
GO:0008168	methyltransferase activity	1/30	198/28366	0.005050505050505051	4.775420875420876	1.73461345712383	0.18961656037673125	0.23702070047091406	0.13900462132880678	Mrm2	1
GO:0016741	transferase activity, transferring one-carbon groups	1/30	209/28366	0.004784688995215311	4.52408293460925	1.663829508726354	0.19906181585745875	0.24446187912319495	0.143368620839167	Mrm2	1
GO:0031267	small GTPase binding	1/30	297/28366	0.003367003367003367	3.1836139169472504	1.2309016598932068	0.27088717146472263	0.32240753161012414	0.18908110876383222	Brk1	1
GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	1/30	302/28366	0.0033112582781456954	3.1309050772626934	1.2113664442103835	0.2747754878531673	0.32240753161012414	0.18908110876383222	Snai1	1
GO:0042277	peptide binding	1/30	307/28366	0.003257328990228013	3.0799131378935938	1.192232731527562	0.27864375571606204	0.32240753161012414	0.18908110876383222	Nrarp	1
GO:0001217	DNA-binding transcription repressor activity	1/30	310/28366	0.0032258064516129032	3.05010752688172	1.1809387138628953	0.2809551346888225	0.32240753161012414	0.18908110876383222	Snai1	1
GO:0046982	protein heterodimerization activity	1/30	319/28366	0.003134796238244514	2.9640543364681293	1.1478585731504287	0.28784639695364256	0.32498786752830616	0.1905943884752472	Taf7	1
GO:0051020	GTPase binding	1/30	337/28366	0.002967359050445104	2.805736894164194	1.0850465477595739	0.30143790064015485	0.3349310007112832	0.19642569966526385	Brk1	1
GO:0061630	ubiquitin protein ligase activity	1/30	345/28366	0.002898550724637681	2.7406763285024156	1.0584455107169328	0.30739776269788055	0.33621630295080684	0.1971794859410747	Fancf	1
GO:0061659	ubiquitin-like protein ligase activity	1/30	362/28366	0.0027624309392265192	2.6119705340699815	1.0043477224084414	0.3198997096325462	0.3445073796042805	0.2020419218731871	Fancf	1
GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding	1/30	387/28366	0.002583979328165375	2.443238587424634	0.9301655905839109	0.3378894513890668	0.35836759995810114	0.2101704721558789	Taf7	1
GO:0004842	ubiquitin-protein transferase activity	1/30	434/28366	0.002304147465437788	2.1786482334869435	0.8051203559376442	0.3704728131854036	0.387061148104153	0.22699826730920253	Fancf	1
GO:0019787	ubiquitin-like protein transferase activity	1/30	459/28366	0.002178649237472767	2.05998547567175	0.744959101343644	0.3871672057976312	0.39855447655638504	0.23373871557442133	Fancf	1
GO:0016755	aminoacyltransferase activity	1/30	475/28366	0.002105263157894737	1.9905964912280703	0.7084256816141399	0.39762614998506596	0.39956789800628045	0.2343330529660893	Fancf	1
GO:0003712	transcription coregulator activity	1/30	478/28366	0.0020920502092050207	1.9781032078103207	0.7017342857122834	0.39956789800628045	0.39956789800628045	0.2343330529660893	Irf2bp2	1
